area_type,availability,size(BHK),total_sqft,bath,balcony,price,location,price_per_sqft
Super built-up  Area,Ready To Move,4.0,2380.0,4.0,3.0,242.0,Wakadewadi,10168.067226890757
Built-up  Area,Ready To Move,3.0,2400.0,2.0,1.5845003933910307,78.0,Wanowrie,3250.0
Super built-up  Area,Ready To Move,2.0,1160.0,2.0,2.0,44.0,Warje,3793.103448275862
Super built-up  Area,18-Aug,4.0,2805.0,4.0,3.0,154.0,Yerawada,5490.196078431372
Super built-up  Area,18-Jun,3.0,1360.0,3.0,0.0,47.6,Alandi Road,3500.0
Super built-up  Area,Ready To Move,2.0,1089.0,2.0,1.0,49.0,Ambegaon Budruk,4499.540863177227
Super built-up  Area,Ready To Move,2.0,1115.0,2.0,2.0,60.0,Anandnagar,5381.165919282511
Super built-up  Area,Ready To Move,2.0,1215.0,2.0,1.0,45.0,Aundh,3703.703703703704
Super built-up  Area,Ready To Move,2.0,1194.0,2.0,1.0,51.0,Aundh Road,4271.356783919598
Super built-up  Area,18-Dec,3.0,1536.0,3.0,1.0,104.0,Balaji Nagar,6770.833333333333
Super built-up  Area,Ready To Move,2.0,1255.0,2.0,2.0,55.5,Baner,4422.310756972111
Super built-up  Area,17-Oct,3.0,1571.0,3.0,2.0,83.0,Baner road,5283.259070655633
Plot  Area,Ready To Move,2.0,900.0,1.0,0.0,70.0,Bhandarkar Road,7777.777777777777
Super built-up  Area,Ready To Move,2.0,1517.0,2.0,2.0,125.0,Bhavani Peth,8239.947264337508
Super built-up  Area,Ready To Move,1.0,664.0,1.0,1.0,35.4,Bibvewadi,5331.325301204819
Super built-up  Area,Ready To Move,2.0,1230.0,2.0,1.0,58.0,Bopodi,4715.447154471544
Super built-up  Area,Ready To Move,2.0,1340.0,2.0,2.0,72.0,Budhwar Peth,5373.134328358209
Super built-up  Area,Ready To Move,2.0,1175.0,2.0,1.0,29.38,Bund Garden Road,2500.425531914894
Plot  Area,Ready To Move,4.0,3569.0,4.0,1.0,600.0,Camp,16811.43177360605
Super built-up  Area,Ready To Move,2.0,1240.0,2.0,2.0,43.1,Chandan Nagar,3475.8064516129034
Super built-up  Area,Ready To Move,3.0,1470.0,2.0,1.0,44.1,Deccan Gymkhana,3000.0
Super built-up  Area,21-Dec,1.0,525.0,2.6926619356786956,1.5845003933910307,29.25,Dehu Road,5571.428571428572
Super built-up  Area,Ready To Move,3.0,1680.0,3.0,2.0,117.0,Dhankawadi,6964.285714285715
Super built-up  Area,Ready To Move,2.0,1000.0,2.0,2.0,35.0,Dhayari Phata,3500.0
Super built-up  Area,Ready To Move,2.0,1071.0,2.0,1.0,51.0,Dhole Patil Road,4761.9047619047615
Super built-up  Area,Ready To Move,3.0,1512.0,3.0,1.5845003933910307,80.0,Erandwane,5291.005291005291
Built-up  Area,Ready To Move,4.0,3435.0,2.0,1.0,341.0,Fatima Nagar,9927.21979621543
Super built-up  Area,19-Dec,3.0,3144.0,3.0,1.0,455.0,Fergusson College Road,14472.010178117049
Built-up  Area,Ready To Move,2.0,1190.0,2.0,1.0,60.0,Ganesh Peth,5042.016806722689
Super built-up  Area,Ready To Move,3.0,1550.0,2.0,3.0,80.0,Ganeshkhind,5161.290322580645
Super built-up  Area,21-May,2.0,1283.0,2.0,2.0,63.22,Ghorpade Peth,4927.5136399064695
Built-up  Area,Ready To Move,2.0,1325.0,2.0,2.0,73.0,Ghorpadi,5509.433962264151
Super built-up  Area,Ready To Move,2.0,1105.0,2.0,1.0,35.36,Gokhale Nagar,3200.0
Super built-up  Area,Ready To Move,3.0,1600.0,3.0,2.0,74.5,Gultekdi,4656.25
Plot  Area,Ready To Move,4.0,400.0,2.0,2.0,35.0,Guruwar peth,8750.0
Super built-up  Area,18-Apr,2.0,800.0,2.6926619356786956,1.5845003933910307,41.145,Hadapsar,5143.125000000001
Super built-up  Area,Ready To Move,2.0,1100.0,2.0,1.0,44.55,Hadapsar Industrial Estate,4050.0
Super built-up  Area,21-Dec,3.0,2099.0,3.0,3.0,147.0,Hingne Khurd,7003.334921391139
Super built-up  Area,Ready To Move,3.0,1365.0,2.0,1.0,72.0,Jangali Maharaj Road,5274.725274725275
Super built-up  Area,Ready To Move,2.0,1485.0,3.0,3.0,132.0,Kalyani Nagar,8888.888888888889
Super built-up  Area,Ready To Move,2.0,1250.0,2.0,1.0,55.0,Karve Nagar,4400.0
Super built-up  Area,Ready To Move,3.0,1290.0,2.0,2.0,56.12,Karve Road,4350.387596899225
Super built-up  Area,Ready To Move,2.0,1170.0,2.0,1.0,46.79,Kasba Peth,3999.1452991452993
Super built-up  Area,19-Jul,2.0,1328.0,2.0,3.0,91.06,Katraj,6856.9277108433735
Super built-up  Area,19-Mar,2.0,1232.0,2.0,1.0,87.0,Khadaki,7061.688311688312
Super built-up  Area,Ready To Move,2.0,1180.0,2.0,2.0,88.5,Khadki,7500.0
Super built-up  Area,Ready To Move,3.0,1350.0,3.0,2.0,66.0,Kharadi,4888.888888888889
Super built-up  Area,18-May,4.0,3602.0,4.0,1.5845003933910307,280.0,Kondhwa,7773.459189339256
Super built-up  Area,Ready To Move,4.0,2400.0,4.0,1.0,145.0,Kondhwa Budruk,6041.666666666667
Super built-up  Area,Ready To Move,2.0,1020.0,2.0,2.0,32.0,Kondhwa Khurd,3137.2549019607845
Super built-up  Area,Ready To Move,3.0,1410.0,2.0,3.0,49.34,Koregaon Park,3499.290780141844
Built-up  Area,Ready To Move,3.0,2159.0,3.0,2.0,120.0,Kothrud,5558.12876331635
Plot  Area,Immediate Possession,nan,1453.0,2.6926619356786956,1.5845003933910307,16.5,Law College Road,1135.5815554026153
Super built-up  Area,18-Apr,3.0,1200.0,2.0,0.0,66.0,Laxmi Road,5500.0
Super built-up  Area,Ready To Move,2.0,1255.0,2.0,1.0,57.5,Lulla Nagar,4581.673306772908
Super built-up  Area,18-Sep,2.0,1074.0,2.0,1.0,42.79,Mahatma Gandhi Road,3984.171322160149
Plot  Area,18-Nov,3.0,1200.0,3.0,2.0,72.0,Mangalwar peth,6000.0
Super built-up  Area,18-Apr,3.0,1170.0,2.0,2.0,35.41,Manik Bagh,3026.495726495726
Super built-up  Area,21-Jun,1.0,728.5,1.0,0.0,31.315,Market yard,4298.558682223747
Super built-up  Area,Ready To Move,3.0,1660.0,2.0,1.5845003933910307,100.0,Model colony,6024.096385542169
Plot  Area,Ready To Move,5.0,900.0,6.0,1.0,95.0,Mukund Nagar,10555.555555555555
Built-up  Area,Ready To Move,6.0,1850.0,3.0,0.0,175.0,Mundhawa,9459.45945945946
Built-up  Area,Ready To Move,1.0,510.0,1.0,0.0,34.0,Nagar Road,6666.666666666667
Super built-up  Area,Ready To Move,3.0,1601.0,3.0,2.0,95.0,Nana Peth,5933.791380387258
Super built-up  Area,18-Mar,2.0,952.0,2.0,1.0,42.0,Narayan Peth,4411.764705882353
Super built-up  Area,Ready To Move,2.0,1166.0,2.0,3.0,65.0,Narayangaon,5574.614065180103
Built-up  Area,Ready To Move,3.0,2700.0,2.0,1.0,260.0,Navi Peth,9629.62962962963
Built-up  Area,Ready To Move,4.0,1900.0,3.0,1.0,97.0,Padmavati,5105.263157894737
Plot  Area,Ready To Move,3.0,1350.0,2.0,0.0,175.0,Parvati Darshan,12962.962962962964
Super built-up  Area,18-Aug,3.0,1520.0,2.0,2.0,96.0,Pashan,6315.789473684211
Plot  Area,Ready To Move,4.0,2100.0,6.0,3.0,100.0,Paud Road,4761.9047619047615
Super built-up  Area,Ready To Move,2.0,1175.0,2.0,2.0,50.0,Pirangut,4255.31914893617
Super built-up  Area,Ready To Move,2.0,1432.0,2.0,2.0,68.0,Prabhat Road,4748.6033519553075
Super built-up  Area,18-Jun,2.0,1005.0,2.0,1.0,39.77,Pune Railway Station,3957.213930348259
Super built-up  Area,Ready To Move,2.0,1309.0,2.0,1.0,80.0,Rasta Peth,6111.535523300229
Super built-up  Area,Ready To Move,3.0,2251.0,4.0,2.0,370.0,Raviwar Peth,16437.139049311416
Super built-up  Area,Ready To Move,2.0,1050.0,2.0,1.0,77.0,Sadashiv Peth,7333.333333333333
Super built-up  Area,21-Dec,3.0,1100.0,3.0,2.0,53.0,Sahakar Nagar,4818.181818181818
Plot  Area,Ready To Move,3.0,2400.0,3.0,3.0,310.0,Salunke Vihar,12916.666666666666
Super built-up  Area,Ready To Move,3.0,1565.0,2.0,2.0,56.34,Sasson Road,3600.0
Built-up  Area,Ready To Move,2.0,940.0,2.0,1.0,56.0,Satara Road,5957.446808510638
Super built-up  Area,18-Jun,2.0,1015.0,2.0,1.0,40.1,Senapati Bapat Road,3950.7389162561576
Plot  Area,Ready To Move,3.0,2400.0,2.0,0.0,360.0,Shaniwar Peth,15000.0
Super built-up  Area,Ready To Move,3.0,1652.0,3.0,3.0,110.0,Shivaji Nagar,6658.595641646489
Super built-up  Area,Ready To Move,2.0,1100.0,2.0,2.0,52.0,Shukrawar Peth,4727.272727272727
Super built-up  Area,Ready To Move,4.0,2340.0,4.0,1.0,145.0,Sinhagad Road,6196.581196581196
Super built-up  Area,21-Jul,2.0,1084.0,2.0,1.0,179.0,Somwar Peth,16512.91512915129
Plot  Area,Ready To Move,2.0,1200.0,1.0,1.0,81.0,Swargate,6750.0
Super built-up  Area,Ready To Move,3.0,1400.0,3.0,3.0,69.0,Tilak Road,4928.571428571428
Plot  Area,16-Mar,4.0,2400.0,5.0,0.0,320.0,Uruli Devachi,13333.333333333334
Super built-up  Area,18-Jul,2.0,1020.0,2.0,1.0,27.43,Vadgaon Budruk,2689.2156862745096
Super built-up  Area,Ready To Move,2.0,1267.0,2.0,1.0,90.33,Wadgaon Sheri,7129.439621152328
Super built-up  Area,Ready To Move,4.0,2439.0,4.0,3.0,185.0,Viman Nagar,7585.075850758508
Built-up  Area,Ready To Move,3.0,1645.0,3.0,1.5845003933910307,95.0,Vishrant Wadi,5775.075987841945
Super built-up  Area,Ready To Move,3.0,1100.0,2.0,2.0,75.0,Wagholi,6818.181818181818
Built-up  Area,18-Dec,3.0,1320.0,2.0,1.0,38.12,Wakadewadi,2887.8787878787875
Super built-up  Area,18-Apr,2.0,1000.0,2.0,1.0,29.7,Wanowrie,2970.0
Built-up  Area,Ready To Move,4.0,5000.0,5.0,2.0,550.0,Warje,11000.0
Built-up  Area,Ready To Move,6.0,2500.0,6.0,3.0,58.0,Yerawada,2320.0
Plot  Area,Ready To Move,2.0,2480.0,2.0,1.0,160.0,Alandi Road,6451.612903225807
Built-up  Area,Ready To Move,2.0,1086.0,2.0,2.0,44.5,Ambegaon Budruk,4097.605893186003
Super built-up  Area,18-Nov,1.0,416.0,1.0,1.0,18.0,Anandnagar,4326.923076923077
Built-up  Area,Ready To Move,2.0,1066.0,2.0,1.0,52.23,Aundh,4899.624765478424
Super built-up  Area,Ready To Move,3.0,1730.0,3.0,1.0,93.0,Aundh Road,5375.722543352601
Super built-up  Area,20-Jan,2.0,1205.0,2.0,1.0,63.86,Balaji Nagar,5299.585062240664
Super built-up  Area,Ready To Move,4.0,2500.0,5.0,2.0,175.0,Baner,7000.0
Super built-up  Area,Ready To Move,2.0,960.0,2.0,1.0,55.0,Baner road,5729.166666666667
Super built-up  Area,18-Jul,3.0,1510.0,3.0,2.0,83.05,Bhandarkar Road,5500.0
Built-up  Area,Ready To Move,4.0,1600.0,4.0,2.0,90.0,Bhavani Peth,5625.0
Built-up  Area,Ready To Move,3.0,2300.0,3.0,2.0,142.0,Bibvewadi,6173.913043478261
Built-up  Area,Ready To Move,2.0,1000.0,2.0,1.0,63.0,Bopodi,6300.0
Super built-up  Area,Ready To Move,2.0,1160.0,2.0,1.0,46.39,Budhwar Peth,3999.137931034483
Super built-up  Area,19-Sep,3.0,1553.0,2.0,2.0,58.23,Bund Garden Road,3749.5170637475853
Super built-up  Area,Ready To Move,4.0,3436.0,5.0,1.5845003933910307,345.0,Camp,10040.745052386495
Super built-up  Area,18-Aug,2.0,1134.0,2.0,2.0,45.0,Chandan Nagar,3968.253968253968
Plot  Area,Ready To Move,4.0,600.0,4.0,2.0,80.0,Dapodi,13333.333333333334
Plot  Area,Ready To Move,5.0,2400.0,3.0,3.0,80.0,Deccan Gymkhana,3333.3333333333335
Plot  Area,18-Nov,4.0,2400.0,4.0,1.0,143.0,Dehu Road,5958.333333333333
Super built-up  Area,Ready To Move,2.0,1350.0,2.0,2.0,65.0,Dhankawadi,4814.814814814815
Super built-up  Area,Ready To Move,2.0,1032.0,2.0,1.0,42.0,Dhayari Phata,4069.767441860465
Super built-up  Area,Ready To Move,3.0,1998.0,3.0,2.0,117.0,Dhole Patil Road,5855.855855855856
Super built-up  Area,18-Aug,2.0,1225.0,2.0,2.0,48.0,Erandwane,3918.3673469387754
Super built-up  Area,Ready To Move,2.0,1262.0,2.0,2.0,67.0,Fatima Nagar,5309.033280507131
Super built-up  Area,20-Jan,3.0,1842.0,3.0,2.0,115.0,Fergusson College Road,6243.213897937025
Super built-up  Area,Ready To Move,2.0,1300.0,2.0,1.5845003933910307,60.0,Ganesh Peth,4615.384615384615
Super built-up  Area,18-Jun,2.0,1070.0,2.0,2.0,38.6,Ganeshkhind,3607.4766355140187
Built-up  Area,21-Dec,2.0,950.0,2.0,1.0,33.0,Ghorpade Peth,3473.684210526316
Super built-up  Area,18-Mar,2.0,1012.0,2.0,1.0,53.58,Ghorpadi,5294.466403162055
Built-up  Area,Ready To Move,2.0,1000.0,2.0,0.0,70.0,Gokhale Nagar,7000.0
Super built-up  Area,Ready To Move,2.0,1394.0,2.0,2.0,56.0,Gultekdi,4017.2166427546626
Super built-up  Area,Ready To Move,3.0,1450.0,2.0,1.0,85.0,Guruwar peth,5862.068965517241
Super built-up  Area,Ready To Move,1.0,527.0,1.0,0.0,35.0,Hadapsar,6641.366223908918
Super built-up  Area,Ready To Move,3.0,1693.0,3.0,2.0,125.0,Hadapsar Industrial Estate,7383.343177790904
Super built-up  Area,Ready To Move,4.0,3122.0,6.0,2.0,235.0,Hingne Khurd,7527.226137091608
Super built-up  Area,Ready To Move,2.0,1000.0,2.0,1.0,46.0,Jangali Maharaj Road,4600.0
Built-up  Area,Ready To Move,2.0,952.0,2.0,2.0,49.0,Kalyani Nagar,5147.058823529412
Super built-up  Area,Ready To Move,3.0,2050.0,4.0,1.5845003933910307,270.0,Karve Nagar,13170.731707317073
Super built-up  Area,Ready To Move,1.0,1200.0,1.0,1.0,14.0,Karve Road,1166.6666666666667
Super built-up  Area,19-Apr,3.0,1410.0,2.0,2.0,64.0,Kasba Peth,4539.007092198582
Super built-up  Area,Ready To Move,2.0,1400.0,2.0,2.0,108.0,Katraj,7714.285714285715
Plot  Area,Ready To Move,4.0,3056.0,5.0,1.5845003933910307,100.0,Khadaki,3272.251308900524
Super built-up  Area,Ready To Move,3.0,1826.0,3.0,2.0,125.0,Khadki,6845.564074479737
Super built-up  Area,18-Jun,3.0,1689.0,3.0,2.0,103.0,Kharadi,6098.283007696862
Super built-up  Area,Ready To Move,3.0,1075.0,2.0,1.0,31.0,Kondhwa,2883.720930232558
Super built-up  Area,Ready To Move,5.0,2500.0,4.0,1.5845003933910307,1400.0,Kondhwa Budruk,56000.0
Super built-up  Area,Ready To Move,2.0,960.0,2.0,1.0,48.0,Kondhwa Khurd,5000.0
Built-up  Area,Ready To Move,2.0,808.0,2.0,1.0,40.0,Koregaon Park,4950.495049504951
Super built-up  Area,Ready To Move,2.0,907.0,2.0,2.0,38.5,Kothrud,4244.7629547960305
Super built-up  Area,Ready To Move,2.0,1300.0,2.0,2.0,55.0,Law College Road,4230.7692307692305
Super built-up  Area,Ready To Move,3.0,1804.0,3.0,2.0,150.0,Laxmi Road,8314.855875831485
Super built-up  Area,Ready To Move,3.0,1350.0,3.0,2.0,81.0,Lulla Nagar,6000.0
Super built-up  Area,Ready To Move,3.0,1836.0,3.0,2.0,125.0,Mahatma Gandhi Road,6808.278867102396
Super built-up  Area,Ready To Move,2.0,826.0,2.0,2.0,36.0,Mangalwar peth,4358.353510895884
Super built-up  Area,Ready To Move,2.0,1200.0,2.0,3.0,68.0,Manik Bagh,5666.666666666667
Super built-up  Area,18-Dec,4.0,3000.0,3.0,3.0,300.0,Market yard,10000.0
Plot  Area,Ready To Move,4.0,2400.0,4.0,2.0,405.0,Model colony,16875.0
Super built-up  Area,Ready To Move,2.0,1460.0,2.0,1.5845003933910307,80.0,Mukund Nagar,5479.45205479452
Plot  Area,Ready To Move,4.0,1200.0,4.0,3.0,140.0,Mundhawa,11666.666666666666
Super built-up  Area,Ready To Move,2.0,965.0,2.0,2.0,56.0,Nagar Road,5803.108808290155
Carpet  Area,Ready To Move,4.0,2000.0,4.0,2.0,95.0,Nana Peth,4750.0
Super built-up  Area,Ready To Move,3.0,1395.0,2.0,2.0,70.0,Narayan Peth,5017.921146953405
Super built-up  Area,Ready To Move,3.0,1660.0,3.0,2.0,116.0,Narayangaon,6987.951807228916
Super built-up  Area,Ready To Move,2.0,935.0,2.0,2.0,35.0,Navi Peth,3743.3155080213905
Super built-up  Area,Ready To Move,2.0,1180.0,2.0,1.0,39.0,Padmavati,3305.084745762712
Built-up  Area,18-Dec,2.0,1090.0,2.0,1.0,31.48,Parvati Darshan,2888.0733944954127
Super built-up  Area,19-Jan,2.0,1204.0,2.0,1.0,82.0,Pashan,6810.631229235881
Super built-up  Area,Ready To Move,3.0,2072.0,4.0,2.0,153.0,Paud Road,7384.169884169884
Built-up  Area,Ready To Move,2.0,1056.0,2.0,1.0,65.0,Pirangut,6155.30303030303
Super built-up  Area,18-Dec,2.0,985.0,2.0,2.0,62.0,Prabhat Road,6294.416243654822
Super built-up  Area,Ready To Move,3.0,1315.0,2.0,2.0,49.0,Pune Railway Station,3726.235741444867
Built-up  Area,Ready To Move,2.0,734.0,2.0,1.0,22.0,Rasta Peth,2997.275204359673
Built-up  Area,Ready To Move,4.0,2900.0,4.0,2.0,200.0,Raviwar Peth,6896.551724137931
Super built-up  Area,Ready To Move,3.0,2317.0,4.0,3.0,140.0,Sadashiv Peth,6042.296072507553
Built-up  Area,Ready To Move,1.0,600.0,1.0,0.0,45.0,Sahakar Nagar,7500.0
Built-up  Area,Ready To Move,4.0,2200.0,3.0,0.0,115.0,Salunke Vihar,5227.272727272727
Super built-up  Area,Ready To Move,2.0,656.0,2.0,1.0,25.0,Sasson Road,3810.9756097560976
Built-up  Area,Ready To Move,1.0,400.0,1.0,1.0,11.5,Satara Road,2875.0
Super built-up  Area,Ready To Move,1.0,666.0,1.0,1.0,36.8,Senapati Bapat Road,5525.525525525525
Plot  Area,Ready To Move,4.0,3293.0,5.0,2.0,425.0,Shaniwar Peth,12906.16459155785
Super built-up  Area,Ready To Move,2.0,1174.0,2.0,1.0,47.0,Shivaji Nagar,4003.4071550255535
Super built-up  Area,Ready To Move,2.0,1153.0,2.0,2.0,56.7,Shukrawar Peth,4917.606244579359
Plot  Area,Ready To Move,4.0,1000.0,4.0,1.0,90.0,Sinhagad Road,9000.0
Built-up  Area,Ready To Move,5.0,2400.0,5.0,2.0,85.0,Somwar Peth,3541.6666666666665
Super built-up  Area,Ready To Move,2.0,957.0,2.0,1.0,47.0,Swargate,4911.180773249739
Built-up  Area,Ready To Move,2.0,910.0,2.0,2.0,160.0,Tilak Road,17582.417582417584
Built-up  Area,17-Dec,2.0,1060.0,2.0,1.0,50.0,Uruli Devachi,4716.981132075472
Super built-up  Area,18-Jul,2.0,1000.0,2.0,1.0,50.0,Vadgaon Budruk,5000.0
Super built-up  Area,Ready To Move,3.0,1843.0,3.0,2.0,88.0,Wadgaon Sheri,4774.823657080847
Super built-up  Area,Ready To Move,3.0,1150.0,2.0,2.0,40.25,Viman Nagar,3500.0
Super built-up  Area,18-Sep,3.0,1230.0,2.0,2.0,31.37,Vishrant Wadi,2550.4065040650407
Super built-up  Area,Ready To Move,4.0,3197.0,5.0,2.0,335.0,Wagholi,10478.573662808883
Super built-up  Area,19-Jul,3.0,1703.0,3.0,2.0,130.0,Wakadewadi,7633.587786259542
Super built-up  Area,Ready To Move,2.0,1125.0,2.0,1.0,41.5,Wanowrie,3688.8888888888887
Super built-up  Area,Ready To Move,3.0,1516.0,3.0,3.0,65.0,Warje,4287.598944591029
Super built-up  Area,Ready To Move,2.0,1130.0,2.0,2.0,56.0,Yerawada,4955.7522123893805
Super built-up  Area,Ready To Move,4.0,3596.0,5.0,1.0,279.0,Alandi Road,7758.620689655172
Super built-up  Area,19-Jun,3.0,1512.0,3.0,2.0,103.0,Ambegaon Budruk,6812.169312169312
Built-up  Area,Ready To Move,3.0,1491.0,3.0,1.0,88.0,Anandnagar,5902.079141515761
Super built-up  Area,Ready To Move,2.0,1250.0,2.0,2.0,95.0,Aundh,7600.0
Super built-up  Area,18-Aug,3.0,1650.0,3.0,2.0,90.75,Aundh Road,5500.0
Super built-up  Area,Ready To Move,2.0,1140.0,2.0,1.0,48.7,Balaji Nagar,4271.929824561404
Plot  Area,Ready To Move,4.0,1200.0,4.0,1.0,110.0,Baner,9166.666666666666
Super built-up  Area,Ready To Move,3.0,1881.0,3.0,1.5845003933910307,95.0,Baner road,5050.50505050505
Super built-up  Area,21-Dec,3.0,1100.0,3.0,2.0,56.57,Bhandarkar Road,5142.727272727273
Super built-up  Area,Ready To Move,3.0,2666.0,4.0,1.0,200.0,Bhavani Peth,7501.875468867217
Super built-up  Area,Ready To Move,2.0,1500.0,2.0,1.0,50.0,Bibvewadi,3333.3333333333335
Super built-up  Area,18-Dec,2.0,1217.0,2.0,1.0,164.0,Bopodi,13475.760065735414
Built-up  Area,Ready To Move,2.0,1197.0,2.0,1.0,50.0,Budhwar Peth,4177.109440267335
Built-up  Area,Ready To Move,6.0,2400.0,4.0,1.0,170.0,Bund Garden Road,7083.333333333333
Built-up  Area,Ready To Move,3.0,1345.0,3.0,2.0,60.0,Camp,4460.966542750929
Plot  Area,Ready To Move,4.0,1200.0,4.0,2.0,100.0,Chandan Nagar,8333.333333333334
Super built-up  Area,Ready To Move,4.0,3230.0,5.0,0.0,165.0,Dapodi,5108.359133126935
Super built-up  Area,Ready To Move,3.0,1260.0,2.0,1.0,95.0,Deccan Gymkhana,7539.68253968254
Built-up  Area,Ready To Move,4.0,2750.0,5.0,1.0,240.0,Dehu Road,8727.272727272728
Plot  Area,Ready To Move,2.0,1200.0,2.0,0.0,80.0,Dhankawadi,6666.666666666667
Built-up  Area,Ready To Move,3.0,1650.0,3.0,0.0,52.0,Dhayari Phata,3151.5151515151515
Super built-up  Area,Ready To Move,1.0,600.0,1.0,0.0,45.0,Dhole Patil Road,7500.0
Super built-up  Area,Ready To Move,2.0,1025.0,2.0,1.0,35.88,Erandwane,3500.4878048780492
Super built-up  Area,18-Dec,4.0,2302.5,2.6926619356786956,1.5845003933910307,80.59,Fatima Nagar,3500.108577633008
Super built-up  Area,Ready To Move,2.0,973.0,2.0,1.0,56.0,Fergusson College Road,5755.395683453237
Super built-up  Area,19-Dec,4.0,4110.0,4.0,2.0,590.0,Ganesh Peth,14355.231143552312
Super built-up  Area,Ready To Move,3.0,2533.0,3.0,3.0,425.0,Ganeshkhind,16778.523489932886
Super built-up  Area,Ready To Move,2.0,1007.0,2.0,1.0,75.0,Ghorpade Peth,7447.864945382324
Super built-up  Area,19-Mar,1.0,800.0,1.0,0.0,39.99,Ghorpadi,4998.75
Built-up  Area,18-Dec,3.0,1830.0,3.0,1.0,119.0,Gokhale Nagar,6502.732240437159
Super built-up  Area,Ready To Move,2.0,1077.0,2.0,1.0,50.0,Gultekdi,4642.525533890436
Plot  Area,Ready To Move,1.0,672.0,1.0,1.0,27.0,Guruwar peth,4017.8571428571427
Plot  Area,Ready To Move,3.0,1280.0,3.0,0.0,87.0,Hadapsar,6796.875
Built-up  Area,Ready To Move,2.0,865.0,2.0,0.0,40.0,Hadapsar Industrial Estate,4624.277456647399
Super built-up  Area,Ready To Move,2.0,1000.0,2.0,2.0,33.0,Hingne Khurd,3300.0
Super built-up  Area,Ready To Move,2.0,1285.0,2.0,2.0,65.0,Jangali Maharaj Road,5058.365758754864
Super built-up  Area,Ready To Move,1.0,662.0,1.0,1.0,29.0,Kalyani Nagar,4380.664652567976
Plot  Area,Ready To Move,5.0,2297.0,5.0,2.0,269.0,Karve Nagar,11710.927296473661
Plot  Area,Ready To Move,5.0,3750.0,6.0,3.0,295.0,Karve Road,7866.666666666667
Super built-up  Area,Ready To Move,3.0,1850.0,3.0,3.0,95.0,Kasba Peth,5135.135135135135
Super built-up  Area,Ready To Move,3.0,1754.0,3.0,2.0,132.0,Katraj,7525.655644241733
Plot  Area,Ready To Move,5.0,1200.0,4.0,2.0,150.0,Khadaki,12500.0
Plot  Area,Ready To Move,5.0,2200.0,7.0,2.0,350.0,Khadki,15909.09090909091
Super built-up  Area,Ready To Move,3.0,1567.0,3.0,1.0,100.0,Kharadi,6381.620931716656
Super built-up  Area,Ready To Move,3.0,1695.0,3.0,3.0,50.0,Kondhwa,2949.8525073746314
Plot  Area,Ready To Move,2.0,360.0,2.0,1.0,40.0,Kondhwa Budruk,11111.111111111111
Super built-up  Area,Ready To Move,2.0,1150.0,2.0,1.0,69.44,Kondhwa Khurd,6038.260869565217
Super built-up  Area,Ready To Move,3.0,1690.0,3.0,2.0,85.0,Koregaon Park,5029.585798816568
Built-up  Area,18-Mar,3.0,2350.0,3.0,2.0,210.0,Kothrud,8936.170212765957
Super built-up  Area,Ready To Move,2.0,1057.0,2.0,1.0,65.0,Law College Road,6149.479659413434
Super built-up  Area,19-Dec,2.0,1320.0,2.0,1.0,91.0,Laxmi Road,6893.939393939394
Super built-up  Area,18-Jul,4.0,2119.0,4.0,3.0,111.0,Lulla Nagar,5238.319962246343
Super built-up  Area,Ready To Move,2.0,1125.0,2.0,1.0,48.0,Mahatma Gandhi Road,4266.666666666667
Super built-up  Area,18-Aug,3.0,2254.0,3.0,2.0,170.0,Mangalwar peth,7542.147293700089
Super built-up  Area,20-Jan,1.0,645.0,1.0,1.0,34.18,Manik Bagh,5299.224806201551
Super built-up  Area,Ready To Move,2.0,1050.0,2.0,2.0,52.08,Market yard,4960.0
Super built-up  Area,18-May,2.0,1040.0,2.0,1.0,41.6,Model colony,4000.0
Super built-up  Area,18-Jun,3.0,1700.0,3.0,1.0,194.0,Mukund Nagar,11411.764705882353
Super built-up  Area,Ready To Move,3.0,1760.0,3.0,1.5845003933910307,115.0,Mundhawa,6534.090909090909
Super built-up  Area,19-Mar,3.0,1138.0,3.0,2.0,128.0,Nagar Road,11247.80316344464
Super built-up  Area,18-Apr,2.0,984.0,2.0,1.0,45.91,Nana Peth,4665.650406504065
Built-up  Area,Ready To Move,2.0,1140.0,2.0,2.0,38.65,Narayan Peth,3390.3508771929824
Super built-up  Area,19-Dec,3.0,3596.0,3.0,1.0,200.0,Narayangaon,5561.735261401557
Super built-up  Area,Ready To Move,3.0,1365.0,3.0,2.0,54.0,Navi Peth,3956.043956043956
Super built-up  Area,Ready To Move,1.0,560.0,1.0,0.0,19.0,Padmavati,3392.8571428571427
Super built-up  Area,Ready To Move,2.0,1404.0,2.0,1.0,75.0,Parvati Darshan,5341.880341880342
Super built-up  Area,Ready To Move,4.0,1540.0,4.0,3.0,45.0,Pashan,2922.0779220779223
